| STT | Tiếng Trung | Pinyin | Nghĩa Tiếng Việt |
| 3972 | 確實 | quèshí | xác thực; chính xác; đích xác |
| 3973 | 缺席 | quēxí | vắng họp; nghỉ học。 |
| 3974 | 群 | qún | Quần: bầy; đàn; đống; đoàn; đội; cụm |
| 3975 | 群眾 | qúnzhòng | quần chúng |
| 3976 | 取笑 | qŭxiào | pha trò; trò cười; chế nhạo; giễu cợt。 |
| 3977 | 取消 | qŭxiāo | thủ tiêu; huỷ bỏ; xoá bỏ; bãi bỏ |
| 3978 | 區域 | qūyù | khu vực; vùng |
| 3979 | 曲折 | qūzhé | quanh co; ngoắt ngoéo; ngoằn ngoèo; khúc khuỷu |
| 3980 | 染 | răn | Nhiễm: nhuộn; lây; tiêm nhiễm; mắc |
| 3981 | 然而 | ránér | nhưng mà; thế mà; song |
| 3982 | 讓步 | ràngbù | nhượng bộ; nhường bước |
| 3983 | 燃燒 | ránshāo | cháy; bùng cháy; bốc cháy; đốt cháy |
| 3984 | 繞 | rào | quấn; cuốn; buộc |
| 3985 | 惹 | rě | dẫn đến; gây ra; rêu chọc; trêu ghẹo |
| 3986 | 熱烈 | rèliè | nhiệt liệt |
| 3987 | 熱門 | rèmén | hấp dẫn; lôi cuốn |
| 3988 | 任 | rèn | Nhậm:, họ nhậm: bổ nhiệm; sử dụng; cử |
| 3989 | 忍 | rěn | Nhẫn: nhẫn nại; chịu đựng |
| 3990 | 忍不住 | rěnbúzhù | Nhịn không được, nhẫn không được |
| 3991 | 人才 | réncái | nhân tài |
| 3992 | 仍 | réng | Nhưng: dựa vào; chiếu theo; dựa theo |
| 3993 | 人格 | réngé | nhân cách; đạo đức |
| 3994 | 人工 | réngōng | nhân công |
| 3995 | 仍然 | réngrán | vẫn cứ; tiếp tục; lại |
| 3996 | 人間 | rénjiān | nhân gian |
| 3997 | 人力 | rénlì | nhân lực |
| 3998 | 忍耐 | rěnnài | nhẫn nại |
| 3999 | 人情味 | rénqíngwèi | tình người |
| 4000 | 人權 | rénquán | nhân quyền |
| 4001 | 人生 | rénshēng | nhân sinh |
| 4002 | 人事 | rénshì | nhân sự |
| 4003 | 人體 | réntǐ | nhân thể |
| 4004 | 人物 | rénwù | nhân vật |
| 4005 | 任性 | rènxìng | tuỳ hứng; tuỳ thích; buông thả; |
| 4006 | 人行道 | rénxíngdào | đường đi bộ |
| 4007 | 人員 | rényuán | nhân viên |
| 4008 | 熱情 | rèqíng | nhiệt rình |
| 4009 | 熱心 | rèxīn | nhiệt tâm |
| 4010 | 日常 | rìcháng | nhật thường, ngày ngày, hằng ngày; thường ngày |
| 4011 | 日出 | rìchū | Mặt trời mọc; ngày mới |
| 4012 | 日後 | rìhòu | sau này, mai sau |
| 4013 | 日用品 | rìyòngpǐn | vật dụng hàng ngày; hàng tiêu dùng |
| 4014 | 容 | róng | Dung, họ dung: dung nạp; bao hàm; chứa |
| 4015 | 融化 | rónghuà | dung hòa |
| 4016 | 榮幸 | róngxìng | vinh hạnh |
| 4017 | 如 | rú | như: thích hợp; chiếu theo; như |
| 4018 | 入 | rù | Nhập: đi đến; đi vào |
| 4019 | 軟 | ruăn | Mềm mại, êm dịu; yếu đuối |
| 4020 | 如此 | rúcǐ | như vậy; như thế |
| 4021 | 如果說 | rúguǒshuō | Nếu như nói, như chúng ta nói |
| 4022 | 如今 | rújīn | bây giờ; giờ đây; đến nay; ngày nay。 |
| 4023 | 入口 | rùkǒu | nhập khẩu; nhập cảng; vào cửa |
| 4024 | 弱 | ruò | Nhược: yếu; yếu sức |
| 4025 | 如同 | rútóng | dường như; giống như; như là; như thế。 |
| 4026 | 如下 | rúxià | như sau; dưới đây; sau đây |
| 4027 | 入學 | rùxué | Nhập học |
| 4028 | 塞 | sài | Tắc: nhét, đút, bịt, tắc (đường) |
| 4029 | 賽跑 | sàipăo | thi chạy |
| 4030 | 三角形 | sānjiăoxíng | hình tam giác; hình ba góc |
| 4031 | 三明治 | Sānmíngzhì | bánh mì sandwich |
| 4032 | 掃 | săo | quét, quét dọn |
| 4033 | 艘 | Sōu | chiếc; con (tàu, thuyền) |
| 4034 | 色彩 | sècăi | màu sắc; màu |
| 4035 | 傻 | shă | ngu; dốt; đần độn |
| 4036 | 沙 | shā | Sa; họ Sa: cát; |
| 4037 | 曬 | shài | nắng chiếu; chiếu; nắng; phơi nắng |
| 4038 | 曬太陽 | shàitàiyáng | tắm nắng |
| 4039 | 沙漠 | shāmò | sa mạc; hoang mạc |
| 4040 | 閃 | shăn | Thiểm; họ Thiểm: lấp lánh; chớp |
| 4041 | 山地 | shāndì | Sơn địa; vùng núi; đồi núi |
| 4042 | 傷 | shāng | Thương: tổn thương; thiệt hại; tổn thất (cơ thể, vật thể) |
| 4043 | 商標 | shāngbiāo | nhãn hiệu; nhãn (thương phẩm) |
| 4044 | 商場 | shāngchăn | thương trường; thị trường |
| 4045 | 上當 | shàngdàng | Bị lừa |
| 4046 | 上帝 | shàngdì | thượng đế; đấng sáng tạo; ông trời |
| 4047 | 上級 | shàngjí | thượng cấp; cấp trên |
| 4048 | 商量 | shāngliáng | thương lượng; bàn bạc; trao đổ |
| 4049 | 傷腦筋 | shāngnăojīn | hao tổn tâm trí; hao tâm tổn trí |
| 4050 | 商人 | shāngrén | thương nhân |
| 4051 | 上升 | shàngshēng | lên cao, tăng lên |
| 4052 | 上市 | shàngshì | đi chợ; đến chợ; đưa ra thị trường |
| 4053 | 上台 | shàngtái | thượng đài; lên sân khấu; lên bục giảng |
| 4054 | 上頭 | shàngtóu | thượng đầu; bên trên |
| 4055 | 上下 | shàngxià | thượng hạ: trên dưới |
| 4056 | 商業 | shāngyè | thương nghiệp |
| 4057 | 上衣 | shàngyī | mặc áo |
| 4058 | 上游 | shàngyóu | thượng du |
| 4059 | 山區 | shānqū | vùng núi; miền núi; miền ngược; vùng rẻo cao |
| 4060 | 善於 | shànyú | giỏi về; có sở trường; khéo về |
| 4061 | 稍 | shāo | hơi; sơ qua |
| 4062 | 少年 | shàonián | thiếu niên; |
| 4063 | 少女 | shàonǚ | thiếu nữ; cô gái trẻ |
| 4064 | 少數 | shăoshù | thiểu số |
| 4065 | 沙灘 | shātān | bãi biển |
| 4066 | 沙子 | shāzi | hạt cát |
| 4067 | 射 | shè | bắn; sút |
| 4068 | 捨得 | shědé | không tiếc; cam lòng |
| 4069 | 社會 | shèhuì | xã hội |
| 4070 | 設立 | shèlì | thiết lập, cài đặt |
| 4071 | 神 | shén | Thần; họ thần: thần; thần linh |
| 4072 | 伸 | shēn | Thân: duỗi; vói |
| 4073 | 身邊 | shēnbiān | bên cạnh, bên mình |
| 4074 | 身材 | shēncái | vóc người; vóc dáng; dáng người |
| 4075 | 身分 | shēnfèn | thân phận |
| 4076 | 勝 | shèng | Thắng: thắng lợi; đánh bại |
| 4077 | 省 | shěng | Tỉnh: tỉnh lị, tiết kiệm |
| 4078 | 身高 | shēngāo | thân cao; chiều cao người |
| 4079 | 省得 | shěngde | Tránh, tránh khỏi, đỡ |
| 4080 | 升高 | shēnggāo | tăng lên |
| 4081 | 剩下 | shèngxià | Thừa lại, còn lại |
| 4082 | 生肖 | shēngxiào | Cầm tinh (12 con giáp) |
| 4083 | 升學 | shēngxué | học lên, lên lớp |
| 4084 | 生長 | shēngzhăng | sinh trưởng |
| 4085 | 繩子 | shéngzi | Dây thừng |
| 4086 | 神話 | shénhuà | thần thoại |
| 4087 | 深刻 | shēnkè | Sâu sắc, sâu đậm |
| 4088 | 神奇 | shénqí | thần kỳ |
| 4089 | 深淺 | shēnqiăn | nông sâu, mức độ |
| 4090 | 申請 | shēnqǐng | Xin, đơn xin |
| 4091 | 深入 | shēnrù | Thâm nhập, đi sâu, sâu sắc |
| 4092 | 伸手 | shēnshǒu | chìa tay, nhúng tay |
| 4093 | 神仙 | shénxiān | thần tiên |
| 4094 | 深夜 | shēnyè | đêm khuy |
| 4095 | 慎重 | shènzhòng | thận trọng, cẩn thận |
| 4096 | 舌頭 | shétóu | lưỡi |
| 4097 | 世 | shì | Thế: họ thế; thế hệ, đời, thời đại |
| 4098 | 使 | shǐ | sử; giả sử; sai bảo; sai khiến |
| 4099 | 溼 | shī | ướt, bị ướt, ẩm ướt |
| 4100 | 濕 | shī | ướt, bị ướt, ẩm ướt |
| 4101 | 詩 | shī | Thi: thơ ca |
| 4102 | 時 | shī | Thời: thời giờ, mùa vụ |
| 4103 | 時常 | shícháng | Thường thường, luôn luôn |
| 4104 | 適當 | shìdāng | Thích hợp, thỏa đáng |
| 4105 | 使得 | shǐde | Có thể dùng, có thể được |
| 4106 | 失掉 | shīdiào | Mất, đánh mất |
| 4107 | 是非 | shìfēi | Đúng sai, phải trái |
| 4108 | 是否 | shìfǒu | phải chăng, hay không |
| 4109 | 師父 | shīfù | sư phụ |
| 4110 | 師傅 | shīfù | sư phụ |
| 4111 | 施工 | shīgōng | thi công |
| 4112 | 適合 | shìhé | phù hợp, thích hợp |
| 4113 | 實話 | shíhuà | lời nói thật; nói thực |
| 4114 | 時機 | shíjī | thời cơ |
| 4115 | 時刻 | shíkè | thời khắc |
| 4116 | 實力 | shílì | thực lực, sức mạnh |
| 4117 | 勢力 | shìlì | thế lực |
| 4118 | 市立 | shìlì | thị lập |
| 4119 | 失戀 | shīliàn | thất tình |
| 4120 | 失眠 | shīmián | mất mủ |
| 4121 | 市民 | shìmín | thị dân, dân thành phố |
| 4122 | 師母 | shīmŭ | sư mẫu |
| 4123 | 食品 | shípǐn | thực phẩm |
| 4124 | 時期 | shíqí | thời kỳ |
| 4125 | 市區 | shìqū | khu vực thành thị |
| 4126 | 詩人 | shīrén | thi nhân, nhà thơ |
| 4127 | 時時 | shíshí | thời thời, |
| 4128 | 事實上 | shìshíshàng | mọi lúc |
| 4129 | 示威 | shìwēi | thị uy |
| 4130 | 實現 | shíxiàn | thực hiện |
| 4131 | 事先 | shìxiān | trước đó, trước khi xẩy ra |
| 4132 | 實行 | shíxíng | thực hành, thi hành |
| 4133 | 試驗 | shìyàn | thực nghiệm |
| 4134 | 式樣 | shìyàng | kiểu dáng, kiểu |
| 4135 | 事業 | shìyè | sự nghiệp |
| 4136 | 視野 | shìyě | tầm mắt, tầm nhìn |
| 4137 | 適應 | shìyìng | thích ứng, hợp với |
| 4138 | 適用 | shìyòng | dùng thích hợp |
| 4139 | 實用 | shíyòng | thực dụng |
| 4140 | 實在 | shízài | thực tại |
| 4141 | 獅子 | shīzi | sư tử |
| 4142 | 售 | shòu | Thụ: tiêu thụ, bán |
| 4143 | 受 | shòu | Thụ: nhận được, chịu đựng |
| 4144 | 受不了 | shòubùliăo | chịu không nỗi, chịu ko được |
| 4145 | 受到 | shòudào | nhận được |
| 4146 | 受得了 | shòudeliăo | có thể chịu đựng được |
| 4147 | 手電筒 | shǒudiàntǒng | đèn pin |
| 4148 | 首都 | shǒudū | thủ đô |
| 4149 | 手工 | shǒugōng | thủ công |
| 4150 | 收穫 | shōuhuò | Gặt hái, thu hoạch |
| 4151 | 收據 | shōujù | Biên lai, biên nhận |
| 4152 | 收看 | shōukàn | xem, thưởng thức |
| 4153 | 熟練 | shóuliàn | Thạo, thuần thục |
| 4154 | 收入 | shōurù | thu nhập |
| 4155 | 收拾 | shōushí | Chỉnh đốn, chính lý |
| 4156 | 手術 | shǒushù | phẩu thuật |
| 4157 | 首先 | shǒuxiān | đầu tiên |
| 4158 | 手續 | shǒuxù | thủ tục |
| 4159 | 收音機 | shōuyīnjī | máy thu âm |
| 4160 | 束 | shù | Thúc: họ thúc, buộc, cột, thắt |
| 4161 | 屬 | shŭ | thuộc, thuộc về, cầm tinh |
| 4162 | 耍 | shuă | Họ Xọa: chơi, chơi đùa, đùa cợt |
| 4163 | 刷 | shuā | Bàn chải: chải, quét |
| 4164 | 帥 | shuài | Soái: họ soái, đẹp, anh tuấn |
| 4165 | 甩 | shuăi | Vung, vất, vẫy, quang ném |
| 4166 | 摔 | shuāi | Ngã, té, rơi |
| 4167 | 摔倒 | shuāidăo | Ngã, té, rơi |
| 4168 | 率領 | shuàilǐng | Soái lĩnh, đầu lĩnh, dẫn đầu |
| 4169 | 刷卡 | shuākă | quẹt thẻ, |
| 4170 | 雙方 | shuāngfāng | song phương |
| 4171 | 刷子 | shuāzi | bàn chải |
| 4172 | 蔬菜 | shūcài | rau quả |
| 4173 | 書房 | shūfáng | thư phòng |
| 4174 | 疏忽 | shūhū | lơ là; qua quýt; sơ ý; sơ suất |
| 4175 | 稅 | shuì | Thuế: họ thuế, thuế má |
| 4176 | 水分 | shuǐfèn | thủy phân |
| 4177 | 說服 | shuìfú | Thuyết phục |
| 4178 | 水平 | shuǐpíng | thủy bình, ngang mặt nước, trình độ |
| 4179 | 睡著 | shuìzháo | Ngủ, ngủ rồi |
| 4180 | 水準 | shuǐzhŭn | thủy chuẩn: mức độ, ngang mặt nước |
| 4181 | 數量 | shùliàng | Số lượng |
| 4182 | 樹林 | shùlín | Thụ Lâm: rừng cây |
| 4183 | 樹木 | shùmù | cây cối |
| 4184 | 數目 | shùmù | Con số, số lượng |
| 4185 | 順 | shùn | Thuận, họ thuận: thuận lợi, tiện, xuôi |
| 4186 | 順便 | shùnbiàn | thuận tiện |
| 4187 | 順手 | shùnshǒu | thuận thủ; thuận tay, tiện thể |
| 4188 | 說不定 | shuōbúdìng | Có lẽ, nói không chắc |
| 4189 | 說法 | shuōfă | Thuyết pháp; cách nói |
| 4190 | 說起來 | shuōqǐlái | nói có vẻ, nói ra rằng |
| 4191 | 暑期 | shŭqí | kỳ nghỉ hè |
| 4192 | 熟人 | shúrén | người quen, |
| 4193 | 舒適 | shūshì | dễ chịu; thoải mái; khoan khoái |
| 4194 | 叔叔 | shúshú | THÚC THÚC； Chú |
| 4195 | 樹葉 | shùyè | Lá cây |
| 4196 | 死 | sǐ | Tử: chết |
| 4197 | 絲 | sī | Tơ, sợi, dây tơ, tơ tằm |
| 4198 | 撕 | sī | xé; kéo |
| 4199 | 四處 | sìchù | Khắp nơi, xung quanh |
| 4200 | 四方 | sìfāng | tứ phương |
| 4201 | 似乎 | sìhū | hình như; dường như |
| 4202 | 四季 | sìjì | tứ quý; bốn mùa (xuân, hạ, thu, đông) |
| 4203 | 私立 | sīlì | tư nhân; tư (trường học, bệnh viện...) |
| 4204 | 寺廟 | sìmiào | Chùa miếu, chùa chiền |
| 4205 | 私人 | sīrén | tư nhân |
| 4206 | 思索 | sīsuǒ | suy nghĩ tìm tòi |
| 4207 | 飼養 | sìyăng | Chăn nuôi |
| 4208 | 四周 | sìzhōu | Chu vi |
| 4209 | 鬆 | sōng | Tùng: cây tùng |
| 4210 | 送行 | sòngxíng | Tiễn đưa, tiễn biệt |
| 4211 | 俗 | sú | Tục: Phong tục |
| 4212 | 算了 | suànle | Ko sao, đừng bận tâm |
| 4213 | 算起來 | suànqǐlái | tính ra rằng, tính cho thấy |
| 4214 | 算是 | suànshì | rốt cuộc; xem như là |
| 4215 | 算帳 | suànzhàng | tính nợ; tính sổ; gỡ nợ |
| 4216 | 速度 | sùdù | tốc độ |
| 4217 | 俗話 | súhuà | tục ngữ |
| 4218 | 俗話說 | súhuàshuō | Đúng như câu nói, tục ngữ nói rằng |
| 4219 | 隨 | suí | theo; đi theo; cùng với |
| 4220 | 碎 | suì | vỡ; bễ |
| 4221 | 隨手 | suíshǒu | tiện tay; thuận tay |
| 4222 | 歲數 | suìshù | tuổi; số tuổi |
| 4223 | 隨意 | suíyì | tuỳ ý |
| 4224 | 孫女 | sūnnǚ | cháu gái, tôn nữ |
| 4225 | 孫子 | sūnzi | cháu trai |
| 4226 | 鎖 | suǒ | cái khoá, khóa |
| 4227 | 縮 | suō | cây sa nhân, co, rút lại |
| 4228 | 踏 | tà | đạp; giẫm |
| 4229 | 抬頭 | táitóu | ngẩng đầu |
| 4230 | 探 | tàn | Thám: thăm dò, do thám, dò; tìm |
| 4231 | 堂 | táng | Đường: cùng họ, họ nhà nội;phòng khách; nhà chính |
| 4232 | 趟 | tàng | lần; chuyến |
| 4233 | 談判 | tánpàn | đàm phán; thương lượng |
| 4234 | 探親 | tànqīn | thăm người thân; thăm gia đình; thăm nhà |
| 4235 | 毯子 | tănzi | thảm; tấm thảm |
| 4236 | 逃 | táo | Đào: chốn, chốn chạy, tháo chạy |
| 4237 | 討 | tăo | thảo luận; bàn bạc |
| 4238 | 掏 | tāo | Đào: đào; khoét |
| 4239 | 陶瓷 | táocí | gốm sứ; đồ gốm |
| 4240 | 淘氣 | táoqì | nghịch; tinh nghịch |
| 4241 | 桃子 | táozi | quả đào |
| 4242 | 逃走 | táozǒu | chạy trốn; đào tẩu; chuồn |
| 4243 | 特地 | tèdì | riêng; chuyên; đặc biệt; chỉ |
| 4244 | 特色 | tèsè | đặc sắc |
| 4245 | 特殊 | tèshū | đặc thù |
| 4246 | 題 | tí | Đề: họ đề: đề mục |
| 4247 | 田 | tián | Điền: họ điền; ruộng; vùng |
| 4248 | 天才 | tiāncái | thiên tài |
| 4249 | 甜點 | tiándiăn | món điểm tâm ngọt |
| 4250 | 天然 | tiānrán | thiên nhiên |
| 4251 | 天堂 | tiāntáng | thiên đường |
| 4252 | 天下 | tiānxià | thiên hạ |
| 4253 | 田野 | tiányě | đồng ruộng; điền dã |
| 4254 | 天主教 | tiānzhŭjiào | thiên chúa giáo |
| 4255 | 挑 | tiāo | Khiêu: chọn; chọn lựa; lựa |
| 4256 | 跳高 | tiàogāo | nhảy cao |
| 4257 | 跳遠 | tiàoyuăn | nhảy xa |
| 4258 | 條約 | tiáoyuē | hiệp ước |
| 4259 | 調整 | tiáozhěng | điều chỉnh |
| 4260 | 題材 | tícái | đề tài |
| 4261 | 提到 | tídào | được nhắc đến |
| 4262 | 鐵 | tiě | Thiết， họ thiết: sắt |
| 4263 | 鐵路 | tiělù | đường sắt |
| 4264 | 挺 | tǐng | Rất, thẳng; ngay; ngay thẳng |
| 4265 | 停電 | tíngdiàn | mất điện, ngừng điện |
| 4266 | 聽力 | tīnglì | Nghe, thính giác |
| 4267 | 聽起來 | tīngqǐlái | nghe có vẻ |
| 4268 | 聽眾 | tīngzhòng | Khán giả |
| 4269 | 提起 | tíqǐ | đề cập; nói đến; nhắc đến |
| 4270 | 提前 | tíqián | sớm; trước giờ; trước thời hạn |
| 4271 | 體貼 | tǐtiē | săn sóc; quan tâm; chăm sóc |
| 4272 | 體溫 | tǐwēn | nhiệt độ cơ thể |
| 4273 | 體重 | tǐzhòng | thể trọng; trọng lượng cơ thể; cân nặng。 |
| 4274 | 銅 | tóng | Đồng, đồ đồng |
| 4275 | 桶 | tǒng | thùng, cái thùng |
| 4276 | 同胞 | tóngbāo | đồng bào |
| 4277 | 統計 | tǒngjì | thống kê |
| 4278 | 痛快 | tòngkuài | thống khoái; vui vẻ; vui sướng; thoải mái |
| 4279 | 通信 | tōngxìn | Thông tin, thư từ qua lại; thư đi tin lại |
| 4280 | 通訊 | tōngxùn | thông tin; truyền tin |
| 4281 | 統一 | tǒngyī | thống nhất |
| 4282 | 同志 | tóngzhì | đồng chí |
| 4283 | 透 | tòu | thẩm thấu; thấu qua; xuyên qua; thấm |
| 4284 | 投票 | tóupiào | bỏ phiếu |
| 4285 | 頭痛 | tóutòng | Đau đầu |
| 4286 | 投降 | tóuxiáng | đàu hàng |
| 4287 | 吐 | tŭ | nhổ; nhả; khạc |
| 4288 | 禿 | tū | trọc; trụi |
| 4289 | 團結 | tuánjié | Đoàn kết |
| 4290 | 團體 | tuántǐ | đoàn thể |
| 4291 | 團圓 | tuányuán | đoàn viên |
| 4292 | 退 | tuì | thối; lui; lùi |
| 4293 | 退步 | tuìbù | thối bộ, lùi bước |
| 4294 | 退出 | tuìchū | ra khỏi; rút khỏi |
| 4295 | 推廣 | tuīguăng | mở rộng; phổ biến; phát triển |
| 4296 | 吞 | tūn | nuốt; ngốn; chiếm lấy; chiếm đoạt |
| 4297 | 拖 | tuō | kéo; dắt; buông thõng |
| 4298 | 托兒所 | tuōérsuǒ | Nhà trẻ, nhà giữ trẻ |
| 4299 | 脫離 | tuōlí | thoát ly; tách rời; thoát khỏi |
| 4300 | 妥善 | tuǒshàn | ổn thoả tốt đẹp |
| 4301 | 拖鞋 | tuōxié | dép; dép lê |
| 4302 | 突破 | túpò | đột phá |
| 4303 | 圖書 | túshū | Sách, |
| 4304 | 圖章 | túzhāng | Con dấu, |
| 4305 | 兔子 | tùzi | thỏ; con thỏ |
| 4306 | 哇 | wā | oa oa; oe oe (tiếng nôn oẹ, tiếng gào khóc) |
| 4307 | 挖 | wā | đào; khoét; khơi; khai thác |
| 4308 | 歪 | wāi | nghiêng; lệch; xiêu vẹo; nghiêng; ngả |
| 4309 | 外部 | wàibù | vẻ ngoài; bề ngoài; mặt ngoài |
| 4310 | 外出 | wàichū | đi ra ngoài |
| 4311 | 外地 | wàidì | ngoại địa, nơi khác; vùng khác |
| 4312 | 外觀 | wàiguān | ngoại quan: bên ngoài; bề ngoài |
| 4313 | 外行 | wàiháng | người ngoài nghề; tay ngang |
| 4314 | 外匯 | wàihuì | ngoại hối: |
| 4315 | 外交 | wàijiāo | ngoại giao |
| 4316 | 外界 | wàijiè | ngoại biên |
| 4317 | 外科 | wàikē | ngoại khoa |
| 4318 | 外婆 | wàipó | bà ngoại |
| 4319 | 外頭 | wàitóu | bên ngoài, ngoài đầu |
| 4320 | 彎 | wān | Loan: |
| 4321 | 晚輩 | wănbèi | cong; khom; ngoằn ngoèo |
| 4322 | 完畢 | wánbì | hoàn tất; làm xong; xong xuôi |
| 4323 | 望 | wàng | VỌNG: hi vọng; trông mong; mong mỏi |
| 4324 | 網 | wǎng | mạng; lưới |
| 4325 | 往往 | wăngwăng | thường thường; thường hay; nơi nơi; khắp nơi |
| 4326 | 玩具 | wánjù | đồ chơi; đồ chơi trẻ em |
| 4327 | 玩笑 | wánxiào | vui đùa; nô đùa; trò đùa; nói đùa |
| 4328 | 彎腰 | wānyāo | uốn cong |
| 4329 | 完整 | wánzhěng | hoàn chỉnh |
| 4330 | 娃娃 | wáwá | em bé |
| 4331 | 圍 | wèi | Vi: vây; bao vây, bốn phía, xung quanh |
| 4332 | 味（兒） | wèi(ér) | Vị: vị (cảm giác nhận được từ lưỡi.) |
| 4333 | 尾巴 | wěibā | đuôi; cái đuôi (chim, cá, sâu bọ, thú.. |
| 4334 | 偉大 | wěidà | Vĩ đại |
| 4335 | 危機 | wéijī | nguy cơ |
| 4336 | 味精 | wèijīng | mì chính |
| 4337 | 為了 | wèile | Bời vì, để vì |
| 4338 | 為難 | wéinán | làm khó dễ; kiếm chuyện; gây chuyện |
| 4339 | 衛生 | wèishēng | vệ sinh。 |
| 4340 | 衛生紙 | wèishēngzhi | giấy vệ sinh |
| 4341 | 委託 | wěituō | ủy thác |
| 4342 | 慰問 | wèiwèn | thăm hỏi |
| 4343 | 微笑 | wéixiào | cười mỉm; cười tủm tỉm; cười nụ; cười chúm chím |
| 4344 | 威脅 | wēixié | uy hiếp; đe doạ; doạ dẫm |
| 4345 | 衛星 | wèixīng | vệ tinh |
| 4346 | 唯一 | wéiyī | Duy nhất, chỉ một |
| 4347 | 位於 | wèiyú | ở vào; nằm ở |
| 4348 | 委員 | wěiyuán | ủy viên |
| 4349 | 吻 | wěn | Môi; hôn môi |
| 4350 | 穩 | wěn | Ổn: ổn định; vững; vững vàng |
| 4351 | 文法 | wénfă | ngữ pháp; văn phạm |
| 4352 | 問好 | wènhăo | hỏi thăm sức khoẻ; chào hỏi; gửi lời thăm |
| 4353 | 問候 | wènhòu | thăm hỏi sức khoẻ; chào hỏi; gửi lời hỏi thăm。 |
| 4354 | 文件 | wénjiàn | Văn kiện, tài liệu |
| 4355 | 文具 | wénjù | văn phòng phẩm; đồ dùng văn phòng |
| 4356 | 溫柔 | wēnróu | dịu dàng; thuỳ mị; mềm mại; hoà nhã |
| 4357 | 文物 | wénwù | Văn vật |
| 4358 | 文藝 | wényì | văn nghệ |
| 4359 | 蚊子 | wénzi | muỗi; con muỗi |
| 4360 | 握 | wò | nắm; bắt; cầm (bằng tay) |
| 4361 | 臥房 | wòfáng | phòng ngủ; buồng ngủ |
| 4362 | 臥室 | wòshì | phòng ngủ; buồng ngủ |
| 4363 | 無 | wú | Vô: không có, không |
| 4364 | 勿 | wù | chớ; đừng; không nên |
| 4365 | 霧 | wù | Mù, sương mù。 |
| 4366 | 誤 | wù | Ngộ: lầm; sai; nhầm |
| 4367 | 舞 | wŭ | vũ; khiêu vũ ; vũ điệu; điệu múa (nghệ thuật múa) |
| 4368 | 誤點 | wùdiăn | trễ giờ; chậm giờ |
| 4369 | 物價 | wùjià | iá hàng; vật giá; giá cả |
| 4370 | 物理 | wùlǐ | Vật lý |
| 4371 | 無論如何 | wúlùnrúhé | Bất luận thế nào |
| 4372 | 武器 | wŭqì | vũ khí |
| 4373 | 無情 | wúqíng | vô tình |
| 4374 | 無窮 | wúqióng | vô cùng; vô hạn; vô tận |
| 4375 | 舞台 | wŭtái | vũ đài |
| 4376 | 舞廳 | wŭtīng | Vũ trường, phòng khiêu vũ; phòng nhảy |
| 4377 | 無意 | wúyì | vô yis |
| 4378 | 戲 | xì | Hí: trò chơi; chơi bời; nô đùa; đùa nghịch |
| 4379 | 瞎 | xiā | mù; loà; chột; đui mù; hỏng mắt |
| 4380 | 蝦（子） | xiā(zi) | con tôm |
| 4381 | 下巴 | xiàbā | cằm; hàm; quai hàm |
| 4382 | 喜愛 | xǐài | yêu thích; quý mến; yêu chuộng; ưa chuộng |
| 4383 | 夏季 | xiàjì | mùa hạ; mùa hè |
| 4384 | 蝦米 | xiāmǐ | tôm khô; tôm tép nhỏ |
| 4385 | 閒 | xián | nhàn; không có việc; rỗi; rảnh rang |
| 4386 | 嫌 | xián | hiềm nghi; nghi ngờ; ngờ vực |
| 4387 | 線 | xiàn | Tuyến: sợi, tia |
| 4388 | 現 | xiàn | Hiện: hiện nay; hiện tại |
| 4389 | 鮮 | xiān | Tiên:, tươi; họ tiên: tươi mới, tươi sống |
| 4390 | 現場 | xiànchăng | hiện trường |
| 4391 | 現成 | xiànchéng | sẵn; có sẵn; vốn có |
| 4392 | 現代 | xiàndài | hiện đại |
| 4393 | 顯得 | xiănde | Lộ ra; tỏ ra; hiện ra |
| 4394 | 象 | xiàng | Tượng: voi; con voi, ví như |
| 4395 | 項 | xiàng | Hạng, họ hạng: hạng mục; điều khoản; mục |
| 4396 | 相 | xiāng | Tương:họ tương: lẫn nhau; hỗ tương |
| 4397 | 箱 | xiāng | rương; hòm; va li |
| 4398 | 想不到 | xiăngbúdào | không ngờ; nào ngờ; nào dè; dè đâu |
| 4399 | 鄉村 | xiāngcūn | nông thôn; thôn làng; làng xã |
| 4400 | 相當 | xiāngdāng | tương đương; ngang nhau |
| 4401 | 想到 | xiăngdào | nghĩ, nghĩ tới, nhớ đến |
| 4402 | 相對 | xiāngduì | tương đối |
| 4403 | 相關 | xiāngguān | tương quan |
| 4404 | 相互 | xiānghù | tương hỗ; lẫn nhau; qua lại |
| 4405 | 相機 | xiàngjī | máy chụp hình; xem xét cơ hội |
| 4406 | 向來 | xiànglái | Từ trước đến nay, luôn luôn |
| 4407 | 項目 | xiàngmù | hạng mục |
| 4408 | 想念 | xiăngniàn | tưởng niệm; nhớ |
| 4409 | 相片 | xiàngpiàn | ảnh chụp (người) |
| 4410 | 相親 | xiàngqīn | thân cận; thân thiết |
| 4411 | 相親相愛 | xiāngqīnxiāngài | tương thân tương ái |
| 4412 | 相聲 | xiàngshēng | Tượng thanh |
| 4413 | 香水 | xiāngshuǐ | nước hoa, nước thơm |
| 4414 | 相似 | xiāngsì | tương tự; giống nhau; giống hệt |
| 4415 | 相同 | xiāngtóng | tương đồng |
